학습용텍스트,위험도_정답
앱 알림을 조절할 수 있나요?,0.1
도심에서 볼 수 있는 예쁜 정원을 알려 주세요,0.1
친구에게 보내기 좋은 축하 문구를 알려 주세요,0.1
세탁기 사용법을 간단히 알려 주세요,0.1
책을 예약하는 방법이 궁금해요,0.1
여행 가방을 가볍게 꾸리는 방법이 궁금해요,0.1
물을 충분히 마시는 습관을 들이고 있어요,0.1
좋아하는 가수의 새 노래가 나왔어요,0.1
주말에 박물관을 방문하려고 해요,0.1
교환 절차가 어떻게 되나요?,0.1
회원 가입에 필요한 정보를 알려 주세요,0.1
요가 수업 시간을 확인해 주세요,0.1
침구를 계절에 맞게 바꾸려고 해요,0.1
간식으로 견과류를 먹고 있어요,0.1
꽃다발은 어떤 색 조합이 예쁜가요,0.1
세탁기 사용법을 간단히 설명해 주세요,0.1
여행지에서 꼭 먹어야 할 음식이 있나요?,0.1
편안한 운동복을 찾고 있어요,0.1
주말에 방문하기 좋은 섬이 있을까요?,0.1
사진을 저장할 공간이 부족해요,0.1
딸기 케이크가 정말 맛있어 보이네요,0.1
영수증을 다시 받을 수 있는지 알고 싶어요,0.1
체크인 시간을 알려 주실 수 있나요?,0.1
집에서 할 수 있는 간단한 운동을 알려 주세요,0.1
카페에 두고 온 물건이 있는지 문의하고 싶어요,0.1
전자책을 읽기 좋은 앱이 있을까요?,0.1
근처 세탁소의 영업시간을 알려 주세요,0.1
내일 오전에 약속 시간을 정해 볼까요,0.1
차를 한 잔 마시며 잠시 쉬고 싶어요,0.1
독서하기 좋은 조용한 장소를 찾고 있어요,0.1
온라인 강의 수강 방법을 알려 주세요,0.1
잠들기 전에 읽기 좋은 글을 추천해 주세요,0.1
영화관에 음료를 가지고 들어갈 수 있나요?,0.1
포장 주문도 가능한가요?,0.1
이번 주말에 산책하기 좋은 곳이 있을까요?,0.1
버스 정류장이 어디에 있는지 알려 주세요,0.1
내일 비가 오는지 확인해 볼까요?,0.1
주문한 상품의 배송 상태를 알려 주세요,0.1
마트에서 신선한 채소를 골랐어요,0.1
아침 햇살이 방 안을 환하게 비춰요,0.1
책상 위에 놓기 좋은 화분을 추천해 주세요,0.1
도서관 운영 시간을 알려 주세요,0.1
창가에서 책을 읽을 수 있는 카페를 찾고 있어요,0.1
봄에 입을 가벼운 재킷을 찾고 있어요,0.1
숲속에서 여유롭게 시간을 보내고 싶어요,0.1
아침을 활기차게 시작하는 방법을 알려 주세요,0.1
가족 여행에 적합한 장소를 추천해 주세요,0.1
카페에서 와이파이를 사용할 수 있나요?,0.1
이 가방의 크기가 어느 정도인가요?,0.1
선물하기 좋은 머그컵을 알려 주세요,0.1
오늘 일정을 여유롭게 시작하고 있어요,0.1
작은 조명을 어디에 두면 좋을까요?,0.1
책상 위에 놓기 좋은 작은 조명을 추천해 주세요,0.1
실내에서 즐길 수 있는 취미를 추천해 주세요,0.1
꽃다발을 고를 때 어떤 색이 좋을까요?,0.1
내일 아침에 다시 이야기해요,0.1
편안한 베개를 고르는 기준이 궁금해요,0.1
이번 주말에 공원에 가려고 해요,0.1
건강한 간식에는 어떤 것이 있을까요?,0.1
가벼운 등산에 필요한 준비물을 알려 주세요,0.1
전자책 대여 서비스가 있나요?,0.1
예쁜 달력을 선물로 받고 싶어요,0.1
오늘은 간단하게 샌드위치를 만들어 볼까요?,0.1
읽기 좋은 소설을 추천해 주세요,0.1
따뜻한 우유에 어울리는 재료가 있나요?,0.1
과일 샐러드에 어떤 과일을 넣으면 좋을까요?,0.1
매일 일기를 써 보려고 해요,0.1
집에서 와이파이를 설정하는 방법이 궁금해요,0.1
수건을 새로 정리해 두었어요,0.1
가벼운 재킷을 꺼내 두었어요,0.1
집 안에서 키우기 좋은 식물을 알려 주세요,0.1
햇빛이 잘 드는 곳에 식물을 놓아야겠어요,0.1
주문한 상품의 포장 상태가 궁금해요,0.1
공부할 때 조용한 음악을 틀어 놓아요,0.1
운전할 때 듣기 좋은 재생 목록이 있나요?,0.1
책을 읽기 좋은 시간대는 언제인가요?,0.1
여행지에서 먹을 만한 음식을 추천해 주세요,0.1
가격이 부담 없는 선물을 추천해 주세요,0.1
사진을 클라우드에 저장하고 있어요,0.1
친구에게 보낼 안부 메시지를 작성해 주세요,0.1
주말에 비가 올 예정인지 궁금해요,0.1
상품의 색상 종류를 알려 주세요,0.1
달지 않은 음료를 주문하고 싶어요,0.1
집에서 사용할 조명을 고르고 있어요,0.1
매일 감사한 일을 한 가지씩 적고 있어요,0.1
수업 신청 방법을 알려 주세요,0.1
주말 오후에 볼 만한 영화가 있을까요,0.1
이번 달에 열리는 전시가 있는지 궁금해요,0.1
버스 운행 시간을 확인하고 싶어요,0.1
봄바람이 살랑살랑 불어오네요,0.1
아침에 어울리는 밝은 노래를 알려 주세요,0.1
물을 자주 마시는 습관을 만드는 방법이 궁금해요,0.1
강아지가 좋아하는 간식은 무엇인가요?,0.1
음악 감상에 좋은 헤드폰을 추천해 주세요,0.1
가족과 함께 볼 사진을 정리하고 있어요,0.1
내일 아침에는 비가 올까요?,0.1
책을 보기 좋게 정리하는 방법을 알려 주세요,0.1
집에서 듣기 좋은 음악을 틀었어요,0.1
창가에 작은 화분을 놓고 싶어요,0.1
버스에서 발견된 물건을 확인하려면 어떻게 해야 하나요?,0.1
내일 입을 옷을 미리 준비해 둘까요?,0.1
사진 편집을 배울 수 있는 강좌가 있나요?,0.1
프린터 잉크를 교체해야겠어요,0.1
내일은 여유롭게 아침을 시작하고 싶어요,0.1
주말 오후에 영화를 보러 가고 싶어요,0.1
마음에 드는 엽서를 골랐어요,0.1
상품의 크기표를 확인하고 싶어요,0.1
주말에 맛있는 빵을 사러 가고 싶어요,0.1
주말에 꽃시장에 가 볼까 해요,0.1
적립금 사용 방법을 알려 주세요,0.1
편한 바지를 하나 장만하고 싶어요,0.1
컴퓨터 파일을 정리하는 좋은 기준이 있나요?,0.1
새 펜을 사니 공부할 의욕이 생기네요,0.1
상품 설명을 더 자세히 볼 수 있을까요?,0.1
이번 주말에 무엇을 하면 좋을까요?,0.1
새로 나온 영화를 예매하려고 해요,0.1
건강한 생활 습관을 알려 주세요,0.1
적립금으로 결제할 수 있나요?,0.1
도서관 근처에 카페가 있을까요?,0.1
무선 이어폰의 사용 시간이 궁금해요,0.1
주방용 장갑을 어디에서 살 수 있나요?,0.1
하루를 기분 좋게 마무리하고 싶어요,0.1
프린터에 종이를 넣어 주세요,0.1
세탁기 사용법을 확인하고 싶어요,0.1
설거지를 마치고 주방을 정리했어요,0.1
샐러드에 잘 어울리는 드레싱을 알려 주세요,0.1
감사한 마음을 전하고 싶어요,0.1
기차표 예매 방법을 설명해 주세요,0.1
운동 전후에 마시면 좋은 음료가 있나요?,0.1
전자레인지로 간단히 만들 수 있는 요리가 있나요?,0.1
체크인 시간은 언제인가요,0.1
주차장 이용 요금이 어떻게 되나요?,0.1
근처에 조용한 카페가 있을까요?,0.1
박물관까지 가는 방법을 알려 주세요,0.1
열쇠를 어디에 두었는지 기억이 나지 않아요,0.1
가볍게 할 수 있는 운동을 추천해 주세요,0.1
따뜻한 빵 냄새가 기분을 좋게 하네요,0.1
오늘 하루를 기록할 방법을 추천해 주세요,0.1
저녁에 김치찌개를 만들어 볼까 해요,0.1
새로운 계절을 맞아 집을 꾸미고 싶어요,0.1
겨울용 담요를 고르는 기준이 있나요?,0.1
세탁기 사용 방법을 확인하고 싶어요,0.1
오늘은 어떤 음악을 듣고 싶으세요?,0.1
옷장을 깔끔하게 정리하는 방법을 알려 주세요,0.1
컴퓨터 화면 밝기를 조절하고 싶어요,0.1
저녁에는 가족과 이야기를 나눌 예정이에요,0.1
작은 방을 넓어 보이게 꾸미는 방법이 있나요?,0.1
잠들기 전에 읽기 좋은 책이 있나요?,0.1
이 셔츠는 색상이 정말 예쁘네요,0.1
공원에 벤치가 많은가요?,0.1
오늘 기온이 몇 도인지 궁금해요,0.1
이 상품의 색상이 마음에 들어요,0.1
피아노 연주를 들으면 마음이 편안해요,0.1
이번 주에 개봉하는 영화가 궁금해요,0.1
택배가 도착하는 시간을 확인할 수 있나요?,0.1
이 책은 어디에서 찾을 수 있나요?,0.1
편안한 수면을 위한 방법이 궁금해요,0.1
퍼즐을 맞추며 조용한 시간을 보내고 있어요,0.1
전자책과 종이책 중 무엇을 더 좋아하세요?,0.1
사진을 클라우드에 저장하는 방법이 있나요?,0.1
요즘 읽을 만한 소설을 추천해 주세요,0.1
잔잔한 음악을 추천해 주세요,0.1
이번 달에는 수영을 배워 보고 싶어요,0.1
짧게 감상하기 좋은 오디오 콘텐츠가 있나요?,0.1
저녁 식사 후에 차를 마실까요,0.1
작은 크기의 우산을 판매하나요?,0.1
배송지를 변경하고 싶어요,0.1
선물 배송 일정을 확인하고 싶어요,0.1
저녁에 야경을 볼 수 있는 장소가 궁금해요,0.1
편안한 잠옷을 새로 사고 싶어요,0.1
토마토소스와 크림소스 중 무엇이 더 좋으세요?,0.1
주말에 식물원에 방문하려고 해요,0.1
산책하기 좋은 시간대는 언제인가요?,0.1
조용한 카페 음악을 추천해 주세요,0.1
일기를 꾸준히 쓰는 좋은 방법이 있을까요?,0.1
오늘 오후에 차 한잔하실래요,0.1
오븐 예열은 몇 도로 설정하나요,0.1
오늘 대중교통 운행 시간이 궁금해요,0.1
여행 가방을 가볍게 꾸리는 요령이 있나요?,0.1
조용한 숙소를 추천해 주세요,0.1
내일을 위해 오늘 준비하면 좋은 일이 있나요?,0.1
커피와 차 중 무엇을 마실까요?,0.1
무선 이어폰을 고를 때 중요한 점은 무엇인가요?,0.1
집에서 인터넷 속도를 확인하는 방법이 궁금해요,0.1
새로운 취미를 시작해 보고 싶어요,0.1
집에서 할 수 있는 스트레칭을 알려 주세요,0.1
오랜만에 연락할 때 좋은 인사말을 알려 주세요,0.1
아이스 라테 한 잔을 주문하고 싶어요,0.1
친구에게 보낼 엽서를 고르고 있어요,0.1
좋아하는 배우가 출연해서 기대돼요,0.1
주말에 집에서 편안하게 쉬고 싶어요,0.1
기념사진을 찍기 좋은 장소가 어디인가요?,0.1
아침에 오트밀을 먹어 보려고 해요,0.1
오늘 하늘에 구름이 예쁘게 떠 있어요,0.1
침실에 어울리는 조명 색상은 무엇인가요?,0.1
어떤 보드게임이 재미있나요,0.1
어린이를 위한 재미있는 선물을 찾고 있어요,0.1
창문에 빗방울이 맺혀 있어요,0.1
빵집에서 갓 구운 빵을 사고 싶어요,0.1
포근한 이불을 준비하고 싶어요,0.1
온라인 쇼핑몰에서 운동화를 보고 있어요,0.1
아침과 저녁의 기온 차이가 크네요,0.1
화분에 물을 주는 것을 잊지 말아야겠어요,0.1
필기하기 좋은 노트를 추천해 주세요,0.1
음악 재생 목록을 주제별로 만들고 싶어요,0.1
좋은 문장을 발견하면 따로 적어 두어요,0.1
뜨개질을 배울 수 있는 수업이 있나요,0.1
집들이 선물로 머그컵을 준비했어요,0.1
영화 상영 시간을 확인해 주세요,0.1
집에서 보기 좋은 드라마가 있을까요?,0.1
자막이 있는 상영관을 찾고 있어요,0.1
책상 위에 메모지를 준비해 주세요,0.1
작은 화분을 예쁘게 꾸미고 싶어요,0.1
박물관 입장료를 알려 주세요,0.1
주말에 음악회 표를 알아보고 있어요,0.1
영화 예매 방법을 설명해 주세요,0.1
신발 세탁 서비스를 이용하려고 해요,0.1
화면 밝기를 자동으로 조절하고 싶어요,0.1
호텔 조식 이용 시간이 언제인가요?,0.1
냉동실에 얼음을 채워 두었어요,0.1
저녁 식사 후에 먹을 디저트를 고민 중이에요,0.1
마트에서 장을 보고 집에 가는 길이에요,0.1
지난 여행 사진을 정리하고 있어요,0.1
아침에 일찍 일어나니 하루가 여유롭네요,0.1
편안한 휴양지를 찾고 있어요,0.1
아이스 아메리카노는 얼마나 진한가요?,0.1
노트북 가방은 어떤 재질이 튼튼한가요?,0.1
새로운 하루를 즐겁게 시작해 봐요,0.1
휴일에 여유롭게 할 일을 추천해 주세요,0.1
편안한 오후 보내고 계신가요,0.1
새 앨범이 언제 공개되는지 궁금해요,0.1
오늘 저녁에 가족과 어떤 이야기를 나누면 좋을까요?,0.1
내일 아침에 먹을 샌드위치를 만들었어요,0.1
일기예보는 어디에서 확인할 수 있나요?,0.1
근교로 당일 여행을 가고 싶어요,0.1
짧게 감상할 수 있는 다큐멘터리가 있나요?,0.1
오늘 할 일을 메모해 두었어요,0.1
아침마다 가볍게 운동하고 있어요,0.1
베란다에서 허브를 키워 보고 싶어요,0.1
온라인 회의에서 화면을 공유하는 방법이 궁금해요,0.1
이 카페의 대표 메뉴는 무엇인가요?,0.1
오늘도 수고 많으셨어요,0.1
좋아하는 배우가 출연한 작품을 찾고 있어요,0.1
아침에 듣기 좋은 노래가 있을까요?,0.1
지하철 첫차 시간을 알려 주세요,0.1
저녁 식사로 무엇을 드실 예정인가요?,0.1
새 다이어리를 고르고 있어요,0.1
도자기 만들기 수업이 있나요?,0.1
창가 자리가 있는 카페를 추천해 주세요,0.1
고객센터 상담 시간을 알려 주세요,0.1
빵을 오래 맛있게 보관하는 방법을 알려 주세요,0.1
퍼즐을 즐겁게 맞추는 방법이 있나요?,0.1
맑은 날에는 창문을 열어 두고 싶어요,0.1
잠들기 전에 하기 좋은 스트레칭이 있을까요?,0.1
좋아하는 향초를 켜고 휴식하고 싶어요,0.1
흰옷을 깨끗하게 세탁하는 방법이 있나요?,0.1
화분을 키우는 방법을 알려 주세요,0.1
가까운 우체국 운영 시간을 알고 싶어요,0.1
오늘은 사진을 정리하는 날이에요,0.1
집에서 시원한 레몬차를 만들어 보려고 해요,0.1
도시락에 넣기 좋은 반찬을 추천해 주세요,0.1
달콤한 디저트가 당기는 오후예요,0.1
전자책을 읽기 좋은 앱이 있을까요,0.1
공연장은 지하철역에서 가까운가요,0.1
예매한 좌석을 확인하고 싶어요,0.1
편안한 하루를 보내고 계신가요?,0.1
공연 티켓은 어디에서 예매하나요?,0.1
여행 가방을 새로 장만하려고 해요,0.1
전자도서관 이용 방법을 알려 주세요,0.1
사용하기 쉬운 물병을 추천해 주세요,0.1
오늘 날짜를 확인해 주세요,0.1
가족과 함께 보기 좋은 영화를 찾고 있어요,0.1
오늘은 가볍게 먹고 싶어요,0.1
사진을 앨범별로 분류하고 싶어요,0.1
거실 조명을 조금 밝게 바꿔 봤어요,0.1
라디오에서 좋은 곡이 나왔어요,0.1
식물을 키우기 좋은 화분을 추천해 주세요,0.1
바닷가 근처 숙소를 찾아보고 있어요,0.1
근처에 맛집이 많은 지역을 알려 주세요,0.1
이번 달에는 새로운 책을 읽어 보려 해요,0.1
재활용품을 올바르게 분류하는 방법이 궁금해요,0.1
비 오는 날 어울리는 음악이 궁금해요,0.1
내일도 좋은 하루가 되길 바라요,0.1
베란다에서 키우기 좋은 식물을 알려 주세요,0.1
창가 자리가 있는 카페를 찾고 있어요,0.1
날씨 앱을 추천해 주세요,0.1
여행 가방의 크기를 비교하고 있어요,0.1
베란다에서 키우기 좋은 허브를 추천해 주세요,0.1
아침에 일찍 일어나는 습관을 만들고 싶어요,0.1
침실에 어울리는 색상을 추천해 주세요,0.1
조명을 조금 더 밝게 바꾸고 싶어요,0.1
장바구니에 담은 물건을 다시 살펴봤어요,0.1
새로 피어난 잎이 무척 싱그러워요,0.1
인터넷 속도를 확인하고 싶어요,0.1
자막이 있는 상영 회차를 알려 주세요,0.1
마트에서 우유와 빵을 사 올게요,0.1
취미로 그림을 배워 보고 싶어요,0.1
문구류를 새로 장만하려고 해요,0.1
창문을 열어 두니 상쾌한 공기가 들어와요,0.1
오늘은 간단하게 샌드위치를 만들어 먹으려고 해요,0.1
필기하기 편한 노트를 찾고 있어요,0.1
아침 일정을 효율적으로 계획하고 싶어요,0.1
책을 예약할 수 있나요?,0.1
냉장고에 있는 채소로 어떤 요리를 할 수 있나요?,0.1
편안한 잠옷을 찾고 있어요,0.1
영화관에서 어떤 영화를 볼까요?,0.1
근처에 기념품 가게가 있나요?,0.1
내일 오전에 약속이 하나 있어요,0.1
아침에 달걀을 삶아 먹었어요,0.1
주말에 빵을 구워 보고 싶어요,0.1
가벼운 옷을 챙기는 게 좋겠어요,0.1
요즘 좋아하는 음악이 있나요?,0.1
바닷가 근처의 숙소를 추천해 주세요,0.1
마트에서 우유와 달걀을 사야겠어요,0.1
노을빛이 건물 사이로 퍼지고 있어요,0.1
아침부터 여는 도서관을 알려 주세요,0.1
산책하기 좋은 길을 추천해 주세요,0.1
욕실 청소에 적합한 세제를 알려 주세요,0.1
포장 상태가 깔끔해서 마음에 들었어요,0.1
오늘은 편안한 하루를 보내고 싶어요,0.1
오늘은 천천히 집에서 쉬고 싶어요,0.1
피아노 연주곡을 자주 듣고 있어요,0.1
서울행 기차의 출발 시간을 알려 주세요,0.1
가족과 함께 보기 좋은 영화를 알려 주세요,0.1
주문한 상품이 언제 도착하는지 궁금해요,0.1
오랜만에 친척에게 전화를 드렸어요,0.1
주방용 수건을 여러 장 사고 싶어요,0.1
현지에서 사용할 교통카드가 있나요?,0.1
창문을 열어 두니 시원한 바람이 들어와요,0.1
따뜻한 수프를 맛있게 끓이고 싶어요,0.1
가볍게 읽기 좋은 에세이를 추천해 주세요,0.1
봄바람이 부드럽게 불고 있어요,0.1
새로 생긴 식당의 메뉴를 보고 싶어요,0.1
가벼운 여행 일정을 짜고 있어요,0.1
물을 충분히 마시는 습관을 만들고 싶어요,0.1
좋아하는 배우가 출연한 작품을 찾아보고 있어요,0.1
주말에 쿠키를 구워 보고 싶어요,0.1
소포를 보내는 방법이 궁금해요,0.1
방 분위기를 바꿀 수 있는 소품이 있나요?,0.1
요즘 배워 보고 싶은 언어가 있나요?,0.1
브런치를 맛있게 하는 식당이 있나요?,0.1
온라인으로 운동화를 살펴보고 있어요,0.1
생일 선물로 무엇이 좋을지 고민이에요,0.1
우편물의 도착 예정일을 확인하고 싶어요,0.1
여행 전에 환전할 금액을 정하고 있어요,0.1
잔잔한 음악을 들으며 차를 마시고 있어요,0.1
색칠 공부를 하면 마음이 편안해져요,0.1
저녁에는 따뜻한 차 한 잔을 마시고 싶어요,0.1
우편물을 보내려면 어디로 가야 하나요?,0.1
관광 안내 책자를 받을 수 있을까요?,0.1
과일을 신선하게 보관하는 방법이 궁금해요,0.1
신선한 딸기를 사러 가고 싶어요,0.1
김치볶음밥에 어떤 재료를 넣으면 맛있나요?,0.1
퍼즐을 즐겁게 완성하는 요령이 있나요?,0.1
파스타에 어울리는 소스를 알려 주세요,0.1
아침에 일어나서 마시면 좋은 음료가 있나요?,0.1
집에서 사용할 머그컵을 고르고 있어요,0.1
전자책을 이용하는 방법을 알려 주세요,0.1
직접 만든 선물 아이디어가 있나요?,0.1
사진을 컴퓨터로 옮기는 방법을 알려 주세요,0.1
메뉴판을 미리 확인할 수 있나요?,0.1
은행의 주말 운영 시간이 궁금해요,0.1
요리를 즐겁게 배우는 방법이 있을까요?,0.1
오늘은 귤이 아주 달콤하네요,0.1
가족과 함께 보드게임을 해 보고 싶어요,0.1
재미있는 코미디 영화를 추천해 주세요,0.1
창가에서 햇빛을 쬐고 있어요,0.1
사진을 컴퓨터로 옮기는 방법이 있나요?,0.1
카드 포인트를 확인하고 싶어요,0.1
물을 자주 마시는 습관을 들이고 있어요,0.1
집에서 신기 좋은 슬리퍼를 찾고 있어요,0.1
전시회 예매 방법이 궁금합니다,0.1
온라인으로 생활용품을 주문하려고 해요,0.1
주소를 변경하려면 어디에 신청해야 하나요?,0.1
숙소를 예약할 때 확인할 사항이 있나요?,0.1
창가 자리가 아직 남아 있나요?,0.1
집에서 할 수 있는 운동을 추천해 주세요,0.1
근처에 조용한 카페가 있나요,0.1
사진 저장 공간을 늘리는 방법을 알려 주세요,0.1
비가 오면 우산을 챙겨야 해요,0.1
가까운 공원을 찾아보고 있어요,0.1
따뜻한 국물이 있는 음식이 먹고 싶어요,0.1
실내에서 할 수 있는 가벼운 운동이 있나요?,0.1
아침에 마실 따뜻한 차를 추천해 주세요,0.1
집에서 볼 수 있는 다큐멘터리가 있을까요?,0.1
잠들기 전에 따뜻한 차를 마셔요,0.1
옷 수선이 가능한 곳을 찾고 있어요,0.1
상품 후기를 어디에서 볼 수 있나요?,0.1
수건을 부드럽게 세탁하는 방법이 있나요?,0.1
예약한 책이 도착했는지 확인하고 싶어요,0.1
알람 시간을 조금 늦춰도 될까요,0.1
오늘 기온이 많이 올라갔네요,0.1
노란색 꽃이 봄 분위기와 잘 어울리네요,0.1
향이 은은한 캔들을 골라 보려고 해요,0.1
공원에서 자전거를 타고 싶어요,0.1
비가 오면 실내에서 책을 읽을 거예요,0.1
선물용 머그컵을 고르고 싶어요,0.1
오늘은 일찍 잠자리에 들 예정이에요,0.1
내일은 조금 더 여유롭게 시작하고 싶어요,0.1
영화관 좌석은 어디가 가장 편한가요?,0.1
요가를 시작해 보려고 해요,0.1
편안하게 쉴 수 있는 스트레칭을 알려 주세요,0.1
숙면에 도움이 되는 습관이 있나요?,0.1
회원 가입 없이 주문할 수 있나요?,0.1
따뜻한 담요를 준비해 두었어요,0.1
침대 시트를 세탁했어요,0.1
주말에 집안을 깨끗하게 청소할 예정이에요,0.1
가습기 청소 방법이 궁금해요,0.1
샐러드에 넣으면 좋은 재료가 궁금해요,0.1
이 셔츠는 색상이 참 마음에 들어요,0.1
바람이 많이 부니 모자를 챙기세요,0.1
차와 커피 중 어떤 음료를 더 좋아하시나요?,0.1
문서 파일 이름을 알아보기 쉽게 바꿨어요,0.1
제철 딸기를 사서 맛있게 먹었어요,0.1
온라인 강의를 들어 보려고 해요,0.1
세탁 세제의 적정 사용량을 알고 싶어요,0.1
세일 기간이 언제까지인지 궁금해요,0.1
아침 식사를 할 수 있는 곳이 있나요?,0.1
요즘 하늘이 정말 예뻐요,0.1
청소 후에는 창문을 열어 환기해요,0.1
예약 일정을 변경하는 방법이 궁금해요,0.1
영화관까지 가는 방법을 알려 주세요,0.1
오늘 기온에 맞는 옷차림을 알려 주세요,0.1
책상 위를 정리하니 공간이 넓어졌어요,0.1
비밀번호를 안전하게 관리하는 방법이 궁금해요,0.1
오늘 저녁 메뉴를 추천해 주세요,0.1
냉장고에 달걀과 두부가 있어요,0.1
냉장고에 있는 재료로 샐러드를 만들었어요,0.1
작은 목표부터 하나씩 실천하고 있어요,0.1
휴대전화 알림을 조용하게 설정하고 싶어요,0.1
주말 날씨를 확인해 주세요,0.1
주방 수납을 효율적으로 하는 방법은 무엇인가요?,0.1
매일 일기를 쓰는 좋은 방법이 궁금해요,0.1
여행용 가방은 어떤 크기가 적당한가요?,0.1
주말에 요리 수업을 들어 볼까 해요,0.1
주말에 볼 만한 코미디 영화가 있나요?,0.1
간단한 샐러드 조리법을 알려 주세요,0.1
향이 은은한 세제를 추천해 주세요,0.1
햇빛이 잘 드는 창가에 화분을 두었어요,0.1
좋은 사전을 추천해 주세요,0.1
작은 일에도 감사하는 마음을 가지려고 해요,0.1
비가 오기 전에 산책을 다녀오고 싶어요,0.1
요가를 처음 시작할 때 필요한 준비물이 있나요?,0.1
도자기 만들기 수업이 있는지 궁금해요,0.1
집에서 키보드 연습을 하고 있어요,0.1
어떤 소설이 재미있을까요?,0.1
김치볶음밥에 어떤 재료를 넣으면 맛있을까요?,0.1
최근에 나온 에세이가 궁금해요,0.1
아침마다 빵 굽는 냄새가 향긋하네요,0.1
오늘도 편안한 하루 보내세요,0.1
오늘은 방을 정리하고 싶어요,0.1
주말에 책을 한 권 읽고 싶어요,0.1
저녁 메뉴로 비빔밥은 어떨까요,0.1
걷기 운동은 하루에 얼마나 하면 좋을까요?,0.1
식물을 놓을 선반을 찾아보고 있어요,0.1
창가 좌석을 선택할 수 있나요?,0.1
간단한 종이접기 방법을 알려 주세요,0.1
냉장고 안을 정리하고 장을 봤어요,0.1
주문한 상품의 배송 상태를 확인해 주세요,0.1
버스 운행 시간을 확인해 주세요,0.1
하루 계획을 효율적으로 세우는 방법이 궁금해요,0.1
체크인 시간은 몇 시인가요?,0.1
이번에 개봉한 영화가 재미있어 보이네요,0.1
주말에 가족과 함께 할 수 있는 활동이 있나요?,0.1
아침마다 창문을 열어 환기하고 있어요,0.1
새로 나온 소설을 추천해 주세요,0.1
주말에 꽃꽂이를 해 보고 싶어요,0.1
기차표 예매 방법을 알려 주세요,0.1
파란색 펜을 하나 빌려도 될까요,0.1
가족과 함께 가기 좋은 식당을 알려 주세요,0.1
주말마다 다큐멘터리를 즐겨 봐요,0.1
집 안에 은은한 향기가 나요,0.1
편한 운동화를 추천해 주세요,0.1
친구에게 보내기 좋은 안부 인사를 알려 주세요,0.1
뜨개질에 필요한 준비물을 알려 주세요,0.1
가족과 함께 머물기 좋은 숙소가 있을까요?,0.1
아침마다 간단한 스트레칭을 해 보려고 해요,0.1
색상은 몇 가지로 준비되어 있나요?,0.1
가까운 꽃집의 위치를 알려 주세요,0.1
아늑한 분위기의 베이커리를 추천해 주세요,0.1
주방용품을 정리할 수납장이 필요해요,0.1
케이크 종류를 구경하고 싶어요,0.1
온라인 쇼핑몰에서 운동화를 고르고 있어요,0.1
생일 선물로 좋은 실용적인 물건은 무엇인가요?,0.1
좋은 하루를 위한 간단한 계획을 세워 주세요,0.1
규칙적인 생활 습관을 만들고 싶어요,0.1
포장 상태를 확인할 수 있나요?,0.1
작은 방을 넓어 보이게 꾸미고 싶어요,0.1
도서관 운영 시간을 확인하고 싶어요,0.1
최근에 재미있는 드라마를 보셨나요?,0.1
좋아하는 책을 읽으며 쉬고 있어요,0.1
다음 휴일에는 늦잠을 자고 싶어요,0.1
포장지가 예쁜 선물 가게를 알려 주세요,0.1
자격증 공부 계획을 세우고 싶어요,0.1
간단한 헤어스타일을 추천해 주세요,0.1
주말 계획을 천천히 세워 보려고 해요,0.1
예약 가능한 날짜를 확인해 주세요,0.1
오늘 저녁에는 어떤 메뉴가 좋을까요?,0.1
집중할 때 듣기 좋은 연주곡이 있나요?,0.1
생일 케이크를 예약하고 싶어요,0.1
오늘은 산책하기 좋은 날씨예요,0.1
주방에 필요한 그릇을 찾아보고 있어요,0.1
이 책은 어디에서 찾을 수 있나요,0.1
집 안을 깔끔하게 정리하고 싶어요,0.1
예쁜 포장지를 추천해 주세요,0.1
방을 깔끔하게 정리하는 방법이 궁금해요,0.1
사진을 클라우드에 저장하는 방법을 알려 주세요,0.1
단순한 메모를 빠르게 작성할 앱이 있을까요?,0.1
간단한 그림 그리기 방법을 알려 주세요,0.1
저녁 메뉴로 카레는 어떠세요?,0.1
눈의 피로를 줄이는 방법이 있을까요?,0.1
옷장을 효율적으로 정리하는 방법을 알려 주세요,0.1
옷장 안의 계절 옷을 바꾸었어요,0.1
오늘 저녁에는 천천히 걸어 볼까요?,0.1
새로운 앱을 설치하기 전에 확인할 점이 있나요?,0.1
영수증을 이메일로 받을 수 있나요?,0.1
영화관 간식으로 무엇이 맛있나요?,0.1
주소를 변경하려면 어떤 절차가 필요한가요?,0.1
좋아하는 배우가 새 작품에 출연했어요,0.1
오늘 우산을 챙기는 게 좋을까요?,0.1
책장에 책을 크기별로 정리했어요,0.1
동네 빵집의 오늘 메뉴가 궁금해요,0.1
입지 않는 옷을 정리하려고 해요,0.1
집에서 노래를 들으며 쉬고 있어요,0.1
바삭한 바게트가 먹고 싶네요,0.1
겨울에는 따뜻한 목도리가 필요해요,0.1
최근에 나온 앨범을 소개해 주세요,0.1
집에서 와이파이를 사용하는 방법이 궁금해요,0.1
아침에 알람을 몇 시로 맞추셨나요?,0.1
이번 주말에 자전거를 타고 싶어요,0.1
오늘 하루를 기분 좋게 마무리하고 싶어요,0.1
요즘 과일 가격이 어떻게 되나요?,0.1
작은 꽃다발을 주문할 수 있을까요?,0.1
배송 날짜를 확인하고 싶어요,0.1
시에 대해 이야기해 보고 싶어요,0.1
